Continent,Union,Country,Name,Lift Operator,Phone,Email,no. of lift,Longitude,Latitude,WixID
Europe,EU,Germany,Berger Höhe �E��E Wangen im Allgäu,Skilift Berger Höhe,"""+4975223762""",mail@skilift-berger-hoehe.de,1,9.8182501,47.68606,39bac323-890b-4e0a-be8c-8c0e3ab4c368
Europe,EU,Germany,Eck-Riedelstein �E��E Arrach,Skilift Eck-Riedelstein,"""+499945682""",mail@skieck.de,3,12.9912274,49.1629747,aea60ebb-beaa-4123-ab1f-7027c0d0c3b2
North America,,Canada,Mount Baldy,Mt. Baldy Ski Corporation,"""+12504984086""",mail@skibaldy.com,4,-119.2403279,49.151417,21c0a2bb-11c7-4de7-a726-cca5560eda7f
Europe,EU,Germany,Schwärzenlifts �E��E Eschach,Schwärzenlifte Eschach,"""+4983781222""",mail@schwaerzenlifte.de,8,10.1970299,47.7086858,5efa82a6-5258-43ca-94fd-ac2aa1be596b
,,USA,Mt. Kato,Mount Kato Ski Area,"""+15076253363""",mail@mountkato.com,10,-94.0334256,44.1331486,bb45167d-1b52-4b0f-b49d-62f920e6f2bc
Europe,EU,Germany,Mehliskopf,Freizeit- und Sport-Zentrum-Mehliskopf GmbH & Co. KG,"""+4972261300""",mail@mehliskopf.de,5,8.2402778,48.6486111,0ae81dbb-398c-420d-bad0-0b11c664b530
Europe,EU,Germany,Birkholzlift �E��E Heinersreuth (Presseck),Forstverwaltung Heinersreuth,"""+499222206""",mail@lerchenfeld-heinersreuth.de,1,11.58693,50.24584,010e476f-2277-460f-9913-bc85e6539b3c
Europe,EU,Greece,Chelmos �E��E Kalavrita,Kalavrita/Chelmos,,mail@kalavrita-ski.gr,7,22.207,37.974,ed306eef-9408-46e7-801f-bef092cf770b
Europe,EU,United Kingdom,Folkestone Ski Centre (dry slopes),Folkestone Ski Centre,"""+441303850222""",mail@folkestonesportscentre.co.uk,1,1.1677868,51.0869602,cc546a20-34fa-4a45-97ff-6bd13add99ef
Europe,EU,Germany,Ellegglifte �E��E Faistenoy (Oy-Mittelberg),Ellegg-Skilifte Faistenoy,"""+4901719800956""",mail@ellegglift.de,2,10.4425788,47.6306353,8ee4d963-701b-4a66-81d7-e4a02efa47d6
North America,,Canada,Blue Mountain Resort �E��E Collingwood,Blue Mountain Resorts Limited,"""+17054450231""",mail@bluemountain.ca,8,-80.310917,44.503346,758de055-0f07-481a-909f-ac552626bc99
Europe,EU,Austria,Bergeralm �E��E Steinach am Brenner,RBG Berglifte GmbH,"""+4352726333""",mail@bergeralm.net,5,11.4550526,47.0752406,85333d4a-b173-4a46-ab46-34d80953e237
North America,,Canada,Beaver Valley Ski Club,Beaver Valley Ski Club,"""+15199862520""",mail@beavervalley.ca,5,-80.544822,44.357747,b2a1bc4a-c9fd-46b5-a550-853b598a1f53
Europe,EU,Germany,Schneeberglifte �E��E Waldau (Titisee-Neustadt),Schneeberglifte Waldau,"""+497669690""",maier.schneehof@googlemail.com,3,8.1734087,47.9778334,8c9267a2-b45b-4dbd-bcaf-36bbecb32625
Europe,EU,United Kingdom,Telford Ski Centre (dry slopes),Telford Snowboard and Ski Centre,"""+441952382688""",madeleyskicentre@telford.gov.uk,2,-2.4502302,52.6406579,5871058b-65a3-47c4-893e-6c6529f7cfef
Europe,EU,Germany,Schauinsland �E��E Hofsgrund,Skilifte Hofsgrund GmbH,"""+4976021445""",m.sonner@skilifte-hofsgrund.de,6,7.8983333,47.9119444,0980c67c-757f-4408-960f-8f32c492f7e5
Europe,EU,Slovakia,Žiar �E��E Dolinky,TJ Družba SmreāEany-Žiar,,m.mlynarcik@stonline.sk,2,19.6793542,49.1348668,e58074ba-e257-4021-83b2-d35cabb6f3f3
Europe,EU,Austria,Seeberg �E��E Seewiesen (Turnau),Wintersportverein Au,,m.metnitzer@aon.at,3,15.3,47.6166667,80da8e60-c44f-4da3-95f8-095a5c070420
Europe,EU,Germany,Sägenhof �E��E Urach,Skilift Sägenhof,"""+497657718""",m.kienzler@web.de,1,8.2152394,48.0018481,aa27c4e9-6080-4b2c-8726-aa540b820642
Europe,EU,Austria,Baienberg �E��E Reuthe,Schiverein,"""+4355142209""",m.kaufmann@kaufmannzimmerei.at,1,9.8849437,47.3794004,4631f1f7-3831-4f1c-8fcf-14210c2351fb
Europe,EU,Italy,Pragelato,Impianti Sportivi,"""+39012278905""",m.bermond@ragionieri.com,5,6.9356143,44.9858525,be5f03d3-17af-47aa-9299-fd265e4e13c1
Europe,EU,Czech Republic,Kladky,TJ Sokol Kladky,"""+420734654036""",lyzovanikladky@seznam.cz,3,16.8412578,49.6500824,5b6814a5-2610-40c6-8928-f035f7eeb99e
Oceania,,New Zealand,Mt. Lyford,Mt Lyford Alpine Resort,"""+6433156178""",lyfordski@xtra.co.nz,5,173.143773,-42.4468077,13a56188-8e28-4ace-ba33-05ba9397c742
Europe,EU,Austria,Schorschi-Lifte �E��E St. Georgen am Walde,Schorschi St. Georgen am Walde,"""+437954303011""",lumetsberger@utanet.at,2,14.8971214,48.3592841,41016e40-f20e-4ba3-bca9-583d1b0f4b06
Europe,,Switzerland,Brüsti �E��E Attinghausen,Attinghausen-Brüsti Luftseilbahn,"""+41418702838""",luftseilbahn-bruesti@bluewin.ch,3,8.6067126,46.8431585,8b5ec0b6-494c-4c19-9826-8ba9841853a8
Asia,,Japan,Ludens Yuzawa,Ludens Yuzawa,"""+81257876201""",ludens@oboe.ocn.ne.jp,1,138.8375382,36.9053207,2e685cc3-e874-4e48-a786-011d4fb5c182
Europe,EU,France,Luchon-Superbagnères,Luchon-Superbagnères,"""+33561792121""",luchon@luchon.com,15,0.576818,42.768789,2d6915c4-8104-45bd-8a93-513fb9096a39
Europe,EU,Czech Republic,Samoty,Ski Bike Apartments,"""+420376397805""",lucan@samoty.com,3,13.236857,49.1350069,5363451b-fed9-43c6-af6d-6d9e5ea577e3
,,USA,Loveland,Loveland Ski Area,"""+13035693203""",loveland@skiloveland.com,10,-105.0749801,40.3977612,f8dea9f3-6859-45c9-bf85-913c0f00ae2c
North America,,Canada,Beauce �E��E Vallée-Jonction,CLUB SKI BEAUCE,"""+14182535050""",loisirs@valleejonction.qc.ca,2,-70.9291984,46.3718514,6cf0aa7e-50d1-4247-bfb1-e4509976760a
Europe,EU,France,Chalmazel,Station de sports d'hiver et de loisirs,"""+33477248509""",loire-chalmazel@cg42.fr,9,3.850499,45.702545,069a6f22-60ce-49b8-94e8-103ab8d35a1f
Europe,EU,Czech Republic,Pyšná,Skiareál Pyšná,,lk-jirkov@volny.cz,3,13.437405,50.5456986,eed22f05-5d35-407a-8d4f-0164484ac975
,,USA,Living Memorial Park �E��E Brattleboro,Living Memorial Park Snow Sports,,livingmemorialparksnowsports@gmail.com,1,-72.5864768,42.8479991,681b0552-6268-42be-9e91-9dca62d83571
Europe,EU,Italy,Monte Livata �E��E Subiaco-Monna dell'Orso,Livata 2001 s.r.l.,"""+390774826298""",livata@livata.it,4,13.1481,41.9314,a76a3351-ab0c-425e-ac3e-f0d441d2a262
Europe,EU,Czech Republic,Lišák StŁEíbrná,Skiarel Lišák StŁEíbrná,"""+420607581855""",lisak@lisakstribrna.cz,2,12.5238713,50.3606886,1cd25a1e-9a5a-4358-8a60-a438ef01e437
Europe,EU,Sweden,Valbergsbacken �E��E Torsby,Torsby Skidtunnel & Sportscenter,"""+4656027000""",liftskotare@valbergsbacken.se,1,12.991825,60.1422106,b8ef42b6-238e-4b72-9b12-64ce89961f5e
Europe,EU,Sweden,Sundsvall �E��E Södra Berget,Sundsvalls Slalombacke AB,"""+46601127403""",liften@sundsvallsslalombacke.se,1,17.3205555,62.3688889,fe78fb61-a45f-4f47-934a-b3a3f3ab5ba9
Europe,EU,Austria,Sternstein �E��E Bad Leonfelden,Sternstein Sessellift GesmbH,"""+4372136374""",lifte@sternstein.at,2,14.2666667,48.5666667,a6713313-3fc7-4dfa-882b-b2d32751ae97
Europe,EU,Austria,Hochrindl �E��E Sirnitz,SHL Hochrindl Lifte GmbH,"""+4342797358""",lifte@hochrindl.at,7,13.9992432,46.8638473,cd9efd76-3cdc-4125-bf01-0ee6c9ddb719
Europe,EU,Germany,Kranzberg �E��E Mittenwald,Kranzbergbahn Mittenwald,,lift@skiparadies-kranzberg.de,8,11.223889,47.452778,07f37df9-5867-4e8d-8b2d-38e9e00fb505
Europe,EU,Austria,Alberschwende �E��E Brüggelekopf,Tourismusbüro Alberschwende,"""+4355794233""",lift@alberschwende.net,5,9.8530556,47.4433333,8b1ee828-4b73-42f3-ba3f-bca3bfd35741
Europe,EU,Austria,Dresslerberg,Tourismusbüro Alberschwende,"""+4355794233""",lift@alberschwende.net,5,9.8520319,47.4526179,47334555-7cd3-4242-b920-e6f6101e844a
Europe,EU,Austria,Tannerberg,Tourismusbüro Alberschwende,"""+4355794233""",lift@alberschwende.net,5,9.8606489,47.4487529,a2f974a9-adea-4050-a372-7bdba856bc5a
Europe,,Switzerland,La Lorette �E��E Bourg-Saint-Pierre,Téléski de la Lorette,"""+41792305443""",liddes@saint-bernard.ch,1,7.2097974,45.9585551,352dfcfd-97a6-44ef-be96-276b268278c8
,,USA,Sunburst,Sunburst Ski Area,"""+12626268404""",libby@skisunburst.com,7,-111.910518,48.8832031,b0de813e-d03f-4ede-9434-3944e59541c1
Europe,EU,Finland,Levi,Oy Levi Ski Resort Ltd.,"""+358207960200""",leviskiresort@levi.fi,25,24.8081772,67.8040271,1f1ea311-1a98-4d2b-8f64-1d12a2dbadc0
Europe,EU,France,Les Angles,RASL Les Angles,"""+33468044218""",les-angles@les-angles.com,19,2.073585,42.5772819,e30409cc-0d2b-484f-93fb-2ac6566e98b7
Europe,,Armenia,Tsakhkadzor,Ropeway.am,"""+37422360030""",lernatour@yahoo.com,6,44.7159759,40.5317434,ec13a5dd-0dbb-423f-9c48-ba2472ceb47a
Europe,EU,Germany,Westernberg (Ruhpolding),Skiarena Westernberg,"""+498663725""",leiter-im-dorf@t-online.de,2,12.63849,47.7643,1b490a02-c191-4038-81df-af2359c62101
Europe,EU,Germany,Hohensolms,Ski- und Rodellift Hohensolms,"""+4964466218""",leiterhof-hohenahr@t-online.de,1,8.5164714,50.6523065,6fa22e28-5957-44cf-8409-4108b32ab010
Europe,EU,Spain,Leitariegos,Leitariegos Estación Invernal y de Montaña,"""+34987688104""",leitariegos@dipuleon.es,6,-6.4131467,42.9935737,5a6031b4-1a0d-4568-9ac3-a54bf464e862
Europe,EU,France,Col de Rousset,Station du Col de Rousset,"""+33475482464""",lecolderousset@ladrome.fr,11,5.3994444,44.8369444,67af967a-f4d3-4814-b3d3-a5465acee8a4
Europe,EU,Czech Republic,VerníŁEovice,LyžaŁEský Areál VerníŁEovice,"""+420776208798""",lav-ski@email.cz,1,17.1300037,50.0317083,0ff0db1e-5d02-4dd5-b236-8fbf037c4e1a
Europe,,Norway,Golsfjellet,Golsfjellet Alpinsenter As,,lars@bualie.no,1,8.954484,60.803816,ad78d379-98ad-4ceb-85e4-1d11a36b259d
South America,,Chile,La Parva,Centro de Ski La Parva,"""+5629642100""",laparva@laparva.cl,13,-70.2892067,-33.33701,38018a93-29ee-49e1-91dd-c578139e96cf
Europe,EU,Czech Republic,Pustevny �E��E Trojanovice,SK Skialpin Pustevny,,lanovka@pustevny.cz,9,18.2657727,49.4903768,45780e6e-b94c-4f41-bbc3-80d230164924
Europe,EU,Czech Republic,PancíŁE,Železnorudsko spol. s r.o.,"""+420724332875332875""",lanovka.pancir@seznam.cz,8,13.2480556,49.165,311c1ce4-8517-427d-b4bc-3da5748af21e
Europe,EU,Netherlands,SnowWorld Landgraaf (indoor ski area),SnowWorld Landgraaf,"""+31455470700""",landgraaf@snowworld.com,4,6.0222201,50.8750928,b34149c6-4c28-4f96-a666-9fefeec83bf0
Europe,EU,Italy,5 Torri �E��E Passo Giau,Impianti Averau S.r.l.,"""+390436401""",lagazuoi5torri@dolomiti.org,7,12.0541667,46.4830556,71fbe7ab-25fa-45bd-bb7c-2ab755bf9526
Europe,EU,Italy,Lagazuói,Impianti Averau S.r.l.,"""+390436401""",lagazuoi5torri@dolomiti.org,7,12.1359897,46.538212,9322d0a2-9f2c-4480-b931-ddcfe99d8da0
Europe,EU,Italy,Passo Falzàrego,Impianti Averau S.r.l.,"""+390436401""",lagazuoi5torri@dolomiti.org,7,12.0089186,46.5191252,f1ff66e2-f727-4651-978f-dc17151c66c3
Europe,EU,Italy,Sassotetto �E��E Santa Maria Maddalena,Sassotetto srl,"""+390733651159""",lacapannina.info@gmail.com,7,13.2399685,43.0089643,8587b572-9d18-4ea2-8d90-08b8b30b8dee
Europe,EU,Germany,Laber �E��E Oberammergau,Laber-Bergbahn Oberammergau GmbH &Co KG,"""+4988224770""",laber-bergbahn@t-online.de,1,11.101389,47.585556,f0b5f2bf-9107-48f1-bea1-a472e2dd07a6
Europe,EU,Finland,Laajis �E��E Laajavuori,Laajis Oy,"""+358207436436""",laajis@laajis.fi,5,25.6953397,62.2563741,ee93d3a4-312c-4c07-9dbc-2aa80ead52cd
Europe,,Norway,Kvitfjell,Kvitfjell Alpinanlegg,"""+4761283600""",kvitfjell@kvitfjell.no,11,10.130354,61.472915,f0baf3f5-d6c2-413b-b19a-59b52a2b9544
Europe,EU,Germany,Blockhaus �E��E Reichshof,Ferienland Reichshof,"""+492265470""",kurverwaltung@reichshof.de,1,7.7242565,50.9918256,6d17fd1d-b4d9-49ce-a9b8-e3df17e50525
,,USA,Snow Valley,Snow Valley,"""+19098672751""",ksomes@snow-valley.com,11,-117.036177,34.2248821,9f9c5046-1d01-4148-95a3-73d915d3a42b
Europe,EU,Sweden,Vallåsen,Vallåsen Skidanläggning AB,"""+4643033150""",kontakt@vallasen.se,7,13.1073184,56.3850848,abc59f97-b6e1-4cb2-b9f8-7074f33950ab
Europe,EU,Poland,U Gruloka �E��E Poronin,U Gruloka,"""+48182075104""",kontakt@ugruloka.pl,2,20.0115728,49.3332004,71ae1ec2-3d0b-4961-bb74-b60a9ff8da16
Europe,EU,Germany,Altastenberg,Liftgesellschaft Altastenberg GmbH & Co. KG,"""+492981899426""",kontakt@sport-wemhoff.de,7,8.4671791,51.1896559,7bbabee2-76e8-4526-9a81-f6dc88450e32
Europe,EU,Germany,Witthoh �E��E Emmingen-Liptingen,Skilift Witthoh,"""+4974615733""",kontakt@skilift-witthoh.de,1,8.826667,47.936111,e7a0b1cd-9cc1-4952-a4b7-3e2e7fbc687b
Europe,,Switzerland,Hemberg,Skilift Hemberg AG,"""+41713771867""",kontakt@skilifthemberg.ch,2,9.1760617,47.3004487,9956a487-b433-4e39-98e5-88bddc379ff8
Europe,EU,Germany,Raffelmoos �E��E Elbach (Fischbachau),Skilift Raffelmoos GmbH,"""+498028898""",kontakt@skilift-elbach.de,1,11.95046,47.74556,496efa44-712f-414c-8dfe-61c8256943d8
Europe,EU,Germany,Holzhausen-Externsteine (Horn-Bad Meinberg),Ski-Club Horn Bad Meinberg e.V.,"""+495234880177""",kontakt@ski-club-hbm.de,1,8.9068317,51.8767054,b30bba9d-a925-4f86-9ebe-85337bfd119b
Europe,EU,Austria,Arnreit,Schilift Arnreit,"""+436643758726""",kontakt@schilift-arnreit.at,1,13.9960133,48.5258601,cc5ffe8a-f791-4023-bc1a-f384686a4322
Europe,EU,Poland,Nowa Osada �E��E WisŁEa,OŁErodek narciarski NOWAOSADA,"""+48338559285""",kontakt@nowaosada.pl,3,18.89045,49.63636,73749f70-acb2-4d6e-9d7b-c0af7aa3da5a
Europe,EU,Poland,Grapa Litwinka �E��E Czarna Góra,Grapa Litwinka �E��E stacja narciarska,"""+48667922299""",kompleks@litwinka-grapa.pl,3,20.1169143,49.3866663,7e92da15-6521-4391-b6dd-c0d3ecd36c3c
Europe,EU,Poland,Szyndzielnia �E��E Bielsko-BiaŁEa,Bielsko-BiaŁEa/Szyndzielnia,"""+480338144481""",kolej@kolej-szyndzielnia.pl,2,19.0001357,49.7531988,469a867f-b03a-49c3-a7bc-be5c1450c7a2
Europe,EU,Poland,DāEbowiec �E��E Bielsko-BiaŁEa,Kolej Linowa DāEbowiec,"""+48334454366""",kolej@kolej-debowiec.pl,2,18.9874408,49.7859954,0543280e-b79f-4a4f-aa12-1b45fa1c525a
Europe,EU,Austria,Hochkössen (Unterberghorn) �E��E Kössen,Unterberghornbahnen GmbH & Co.KG.,"""+4353756226""",koessen@skisport.com,11,12.43611,47.62056,d11466d4-5901-4111-b3f9-fbcc5d334eb2
Europe,EU,Czech Republic,KlepáāEov,Horské sporty s.r.o.,"""+420608476662""",klepacov@klepacov.cz,5,17.146167,50.0106395,63cd4781-9d75-4fee-b002-682eb1a1b801
Europe,EU,Germany,Ochsenkamp �E��E Bad Fredeburg (Schmallenberg),Hotel Kleins Wiese,"""+49297496960""",kleins-wiese@t-online.de,1,8.32382,51.21,0eb948ca-e9ec-41a5-9193-e0aac34402df
Europe,EU,Germany,Kniebis,Skilifte Zuflucht und Kniebis,"""+49744281203""",klaus-erich@gmx.de,2,8.2974539,48.473251,8f206795-bdd9-4ae3-b8e8-8537749d9a7f
Europe,EU,Germany,Zuflucht (Baiersbronn),Skilifte Zuflucht und Kniebis,"""+49744281203""",klaus-erich@gmx.de,1,8.2352404,48.4950528,00937caa-598f-4804-be01-175e66a6874a
,,USA,Kissing Bridge,Kissing Bridge Snow Sports,"""+17165924963""",kissingbridge@kbski.com,8,-78.6527776,42.6074594,c20e4a0d-7265-45ce-ab3a-590e31babb82
North America,,Canada,Kinosoo Ridge,Kinosoo Ridge,"""+17805945564""",kinosooridge@hotmail.com,2,-110.017379,54.440634,4558f389-bd22-4bb6-9743-b336c008df38
,,USA,Mountain High East,Mountain High Resort,"""+18887547878""",kim_hermon@mthigh.com,4,-106.343998,35.175442,7feab4c3-1485-41f2-8721-571270a616d8
,,USA,Mountain High North,Mountain High Resort,"""+18887547878""",kim_hermon@mthigh.com,1,-117.6915242,34.3769418,2c74c339-33eb-487a-913c-af9f9c1013c7
,,USA,Mountain High West,Mountain High Resort,"""+18887547878""",kim_hermon@mthigh.com,5,-120.510202,38.1693635,ef645831-84af-4387-83a5-0834d4423052
Europe,EU,Finland,Kaustinen,Kaustisen Hiihtokeskus,"""+35868611810""",khk@kaustisenhiihtokeskus.fi,3,23.6964759,63.5480932,09f67908-8ae2-44c2-b516-d066b9940455
,,USA,Keystone,Keystone Resort,"""+19704964000""",keystoneinfo@vailresorts.com,14,-105.9347384,39.5791675,92dcfc96-b18c-4762-ad39-ec5d4073dec1
,,USA,Great Divide,Great Divide Snowsports,"""+14064493746""",KEVIN@SKIGD.COM,6,-81.1655374,35.8024856,fb647744-afeb-40e7-8d84-dc2358c5d174
Europe,EU,Austria,Kellerjoch �E��E Schwaz,Kellerjochbahn,"""+43524262323""",kellerjochbahn@aon.at,4,11.7666667,47.3166667,c615b08d-88f1-4e19-bc65-7d53f0f9d267
Europe,EU,Austria,Feichten,Kaunertaler Gletscherbahnen GmbH,"""+4354755566""",kaunertal@tirolgletscher.com,1,10.7479919,47.033352,a4927635-11f6-427f-a1d6-3ce224732b7f
Europe,EU,Austria,Fendels,Kaunertaler Gletscherbahnen GmbH,"""+4354755566""",kaunertal@tirolgletscher.com,6,10.6767009,47.0541303,902a210b-71c8-4eb8-9a72-fb71c70a67af
Europe,EU,Austria,Kaunertal Glacier (Kaunertaler Gletscher),Kaunertaler Gletscherbahnen GmbH,"""+4354755566""",kaunertal@tirolgletscher.com,8,10.7472147,47.0297558,56d6ac24-11e7-44a5-9c31-8cb2da2b86ca
Europe,EU,Finland,Aavasaksa,Aavasaksa,"""+358400394790""",katja.tuukkanen@ylitornio.fi,1,23.7333332,66.4,6958dcdf-7938-4ba2-88dc-574c51687a99
Europe,EU,Austria,Serles �E��E Mieders,Serlesbahnen Mieders,"""+435225627760""",kassa@serlesbahnen.at,4,11.3833333,47.1333333,8450d349-d3ea-4e8c-84da-763588091489
Europe,EU,Austria,Elfer �E��E Neustift,Hochstubai Liftanlagen Ges.m.b.H,"""+4352262270""",kassa@neustift.at,3,11.31241,47.110918,75978eb3-7d38-4319-8722-062754662a5d
Europe,EU,Austria,KröÁEbach,Hochstubai Liftanlagen Ges.m.b.H,"""+4352262270""",kassa@neustift.at,1,11.26593,47.0796,730eb977-a750-410e-b213-ecb13a8f99a9
,,Kyrgyzstan,Kashka Suu,Kashka Suu,"""+996550404068""",kashka-suu@mail.ru,2,72.733333,39.9,eac3749e-f873-48b9-875e-f1b30d61e79f
Europe,EU,Austria,St. Oswald (Kartitsch),Tourismusinformation Kartitsch,"""+4350212350""",kartitsch@osttirol.com,3,12.48,46.7369,828cd873-3aa5-48d4-a528-1deb4e89e557
Europe,EU,Poland,Stok Karpatka,Stok Karpatka,"""+48607110468""",karpatkaski@vp.pl,2,15.7501415,50.7815247,469e4549-7669-476f-83fa-aa6510ef3014
Europe,EU,Poland,Karpatka Panorama,"P.P.H.U. ""KARPATKA"" Dariusz DELEKTA","""+48600418885""",karpaczski@gmail.com,2,15.7534916,50.781286,742f3ec5-2b70-4a30-86e8-808f52b54df8
Europe,EU,Finland,Purnuvuori,Vuorenkylän Purnu Oy,"""+358401697811""",kari.akman@purnu.com,1,25.8734228,61.7321175,10beffe1-d8ad-49be-9452-0874e84f4c1c
Asia,,Japan,Sakae Club,Sakae Club Ski Area,"""+8126987333""",kankou@vill.dakae.nagano.jp,3,136.911584,35.168151,b61fe425-d700-44a8-bf93-1a0e1d2163cf
Asia,,Japan,Ashibetsu,Handel und Tourismus Hokkaido Ashibetsu,"""+81124222111""",kankou@city.ashibetsu.hokkaido.jp,3,142.1894364,43.5181661,5595376a-d3c6-4f98-8b31-9b80ab67512a
Asia,,Japan,Minami Furano,Minami Furano Ski Lodge,"""+810167522267""",kanko@town.minamifurano.hokkaido.jp,3,142.5684878,43.1639794,d4a59a53-be36-4fcf-bc54-ef0a6b46f4bb
Europe,EU,Finland,Kalli,Kallin Hiihtokeskus,"""+358400175347""",kalli@keminmaa.fi,1,24.6943515,62.2358922,d8db2886-dd5e-4b5c-9a39-d042fb11618c
Europe,EU,Germany,Markbuchen,Berggasthof Markbuchen/Skigebiet Markbuchen,"""+499965263""",kaiser@skilift-predigtstuhl.de,5,12.83955,49.00848,3eef691d-8d4a-4607-af45-56f83078f8a6
Europe,EU,Germany,Predigtstuhl (St. Englmar),Berggasthof Markbuchen/Skigebiet Markbuchen,"""+499965263""",kaiser@skilift-predigtstuhl.de,5,12.8353145,49.0041953,de5e933f-696c-4ad7-84d4-e67f642ae43b
Europe,,Bosnia and Herzegovina,Malo Polje �E��E Igman,Kantonalno javno preduzeāEe ZOI'84,"""+38733212035""",kabinet@zoi84.ba,3,18.25,43.74,0eb5d673-7cd6-4607-86a0-748a8f61eef9
Europe,EU,Czech Republic,Palkovice,LyžaŁEský za Domem a.s.,"""+420558656376""",k.trochta@raz-dva.cz,2,18.3150854,49.6346702,86312b15-e9da-4980-9949-b00098b7659c
Europe,EU,Germany,Burbach,Ski-Club Burbach e.V.,"""+4927368656""",k.m.bonicke@t-online.de,1,8.0803107,50.7455764,671f7b4c-d79c-41b6-b0aa-862241be1a6c
Europe,EU,Germany,Höllkreuz �E��E Höllhöhe (Neukirchen b. Hl. Blut),Skilift Höllkreuz,"""+4999472706""",juttasperl@googlemail.com,1,12.97041,49.22615,41af3f41-cf4c-4ca4-addb-0a4030337e27
Europe,EU,Slovakia,Július �E��E Vyšná Slaná,RekreaāEné stredisko Július,"""+421903324947""",julius@julius.sk,2,20.3444876,48.7866683,0d260f5e-f8d3-46ba-a125-b4cf65546980
Europe,EU,Germany,Luggi Leitner Lifts �E��E Scheidegg,Luggi-Leitner-Lift GmbH,"""+4983814460""",josef.eienbach@moeggers.at,2,9.821735,47.570822,124c209b-28c1-4f48-922a-d97306ab11a2
Europe,EU,Austria,Schmiedhornlift �E��E Wald (Faistenau),Schmiedhornlift & Schischule Faistenau,"""+4362282395""",josef.ausweger@tele2.at,2,13.2482108,47.7920506,86a6eadb-1b93-4dc8-ab7b-485b537df4e6
Europe,EU,Austria,Eichfeldlift �E��E Turnau,Eichfeldhütte & Familienlift,"""+43386322600""",johannes.payer@eichfeldhuette.at,1,15.3412695,47.5618192,124cefe7-e328-4728-884b-cf297f4ae5cf
Europe,EU,Sweden,Kåbdalis,Kåbdalis Skidliftar AB,"""+46092850147""",johan@kabdalis.com,4,19.9877955,66.1481671,b4e72ccd-0959-4061-8971-d87ca1b75488
Europe,EU,Germany,Morsbach-Springe,TuS 06 Waldbröl Skiabteilung,"""+4922911615""",jo.herholz@gmx.de,2,7.7155662,50.9093212,c4bb4d8c-7a2c-485d-957b-64f7df219eee
Europe,EU,United Kingdom,Swadlincote Ski & Snowboard Centre (dry slopes),Swadlincote Ski and Snowboard Centre,"""+441283217200""",jnl-swadlincote@nikegroup.co.uk,2,-1.5509161,52.7700523,80c98803-f328-4dfa-a1bf-92d2c0f6858b
Europe,EU,United Kingdom,Llandudno Ski and Snowboard Centre (dry slopes),Llandudno Ski Centre,"""+441492874707""",jnl-llandudno@nikegroup.co.uk,1,-3.8362238,53.3315303,f4960ab9-86ff-4e7a-bd41-2a1609705a74
Europe,EU,United Kingdom,Chatham Ski Centre (dry slopes),Chatham Ski & Snowboard Centre,"""+441634827979""",jnl-chatham@nikegroup.co.uk,2,0.55995,51.355598,183a6526-967b-4736-ae14-58e5227722aa
Europe,EU,United Kingdom,Bracknell Ski Centre (dry slopes),Bracknell Ski Centre,"""+441344789000""",jnl-bracknell@nikegroup.co.uk,2,-0.7881095,51.414628,faed19b7-9ade-4127-b383-d30222e4c452
Europe,EU,France,Corrençon-en-Vercors,SEVLC,"""+33476945050""",jl.sevlc@wanadoo.fr,21,5.526594,45.031402,49a9202d-76e8-44a9-b3e5-a83e1bdaf429
Europe,EU,France,Espace Villard Corrençon �E��E Villard-de-Lans,SEVLC,"""+33476945050""",jl.sevlc@wanadoo.fr,21,5.559897,45.044812,358ebdf5-b7af-4583-8dc8-3e19bb013282
Europe,EU,Czech Republic,Hodkovice nad Mohelkou,LyžaŁEský oodíl Hodkovice nad Mahelkou,,jirihradecky@tiscali.cz,1,15.0898596,50.6658627,97333427-8688-48f5-9daf-8e9594023206
Europe,EU,Germany,Sachsen,TSV Ebersbach e.V.,"""+49035865824""",jenskoecher@web.de,1,13.2017384,51.1045407,27521caf-e6ed-47fb-b46f-22d0a86cbbf1
